id,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll043,nspc_pearlVTurner_album01_0013.jpeg,,,Pearl V. Turner photo 43,Pearl V. Turner,8/13/1914,"Film photo of people walking on a path through a forest; caption ""To Ute Mt""",,"Ute Mountain, Colorado",,,"Pg 11, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll044,nspc_pearlVTurner_album01_0014.jpeg,,,Pearl V. Turner photo 44,Pearl V. Turner,8/x/1914,Film photo of a dirt road in a forest; no caption,,Colorado ,,,"Pg 12, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll045,nspc_pearlVTurner_album01_0014.jpeg,,,Pearl V. Turner photo 45,Pearl V. Turner,8/13/1914,"Film photo of mountains; caption ""The Arapahoes""",,Colorado ,,,"Pg 12, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll046,nspc_pearlVTurner_album01_0014.jpeg,,,Pearl V. Turner photo 46,Pearl V. Turner,8/13/1914,"Film photo of a woman and dog with mountains; caption ""Rex and Pearl""",,Colorado ,,,"Pg 12, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll047,nspc_pearlVTurner_album01_0015.jpeg,,,Pearl V. Turner photo 47,Pearl V. Turner,8/x/1914,"Film photo of a snowy and icy field with a drop-off; caption ""On Craig""",,"Mount Craig, Colorado",,,"Pg 13, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll048,nspc_pearlVTurner_album01_0015.jpeg,,,Pearl V. Turner photo 48,Pearl V. Turner,8/x/1914,FIlm photo of a snowy mountain; no caption,,"Mount Craig, Colorado",,,"Pg 13, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll049,nspc_pearlVTurner_album01_0015.jpeg,,,Pearl V. Turner photo 49,Pearl V. Turner,8/x/1914,"Film photo of a mountain lake and mountain range; caption ""seen from Craig""",,"Mount Craig, Colorado",,,"Pg 13, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll050,nspc_pearlVTurner_album01_0016.jpeg,,,Pearl V. Turner photo 50,Pearl V. Turner,8/16/1914,"Film photo of a flat path to mountains and trees; caption ""Poudre Ditch on our way to Lulu""",,Colorado ,,,"Pg 16, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll051,nspc_pearlVTurner_album01_0016.jpeg,,,Pearl V. Turner photo 51,Pearl V. Turner,8/x/1914,"Film photo a quickly flowing stream with rapids; caption ""Rapids""",,Colorado ,,,"Pg 16, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll052,nspc_pearlVTurner_album01_0016.jpeg,,,Pearl V. Turner photo 52,Pearl V. Turner,8/x/1914,"Film photo of a windswept tree with a mountain; caption ""near Timberline""",,Colorado ,,,"Pg 16, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll053,nspc_pearlVTurner_album01_0017.jpeg,,,Pearl V. Turner photo 53,Pearl V. Turner,8/x/1914,Film photo of a rapid stream with trees; no caption,,Colorado ,,,"Pg 17, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll054,nspc_pearlVTurner_album01_0017.jpeg,,,Pearl V. Turner photo 54,Pearl V. Turner,8/x/1914,Film photo of a mountain stream with a waterfall; no caption,,Colorado ,,,"Pg 17, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll055,nspc_pearlVTurner_album01_0017.jpeg,,,Pearl V. Turner photo 55,Pearl V. Turner,8/x/1914,Film photo of a windswept tree; no caption,,Colorado ,,,"Pg 17, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll056,nspc_pearlVTurner_album01_0018.jpeg,,,Pearl V. Turner photo 56,Pearl V. Turner,8/x/1914,"Film photo of a pack of horses carrying cargo in a forest; caption ""Starting to Shipley Park- 18 miles to hike""",,Colorado ,,,"Pg 18, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll057,nspc_pearlVTurner_album01_0018.jpeg,,,Pearl V. Turner photo 57,Pearl V. Turner,8/x/1914,"Film photo of two men with a horse carrying cargo; caption ""We're off"" ",,Colorado,,,"Pg 18, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll058,nspc_pearlVTurner_album01_0018.jpeg,,,Pearl V. Turner photo 58,Pearl V. Turner,8/x/1914,"Film photo of a clearing in a forest from overhead; caption ""Camp""",,Colorado,,,"Pg 18, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll059,nspc_pearlVTurner_album01_0019.jpeg,,,Pearl V. Turner photo 59,Pearl V. Turner,8/16/1914,"Film photo of people walking on a trail in a forest; caption ""To Lulu"" ",,"Lulu Mountain, Colorado",,,"Pg 19, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll060,nspc_pearlVTurner_album01_0019.jpeg,,,Pearl V. Turner photo 60,Pearl V. Turner,8/16/1914,"Film photo of people walking on a trail in a forest; caption ""On the Way"" ",,"Lulu Mountain, Colorado ",,,"Pg 19, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll061,nspc_pearlVTurner_album01_0019.jpeg,,,Pearl V. Turner photo 61,Pearl V. Turner,8/16/1914,"Film photo of a mountain with trees over a field; caption ""Lulu Peak""",,"Lulu Mountain, Colorado",,,"Pg 19, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll062,nspc_pearlVTurner_album01_0020.jpeg,,,Pearl V. Turner photo 62,Pearl V. Turner,8/18/1914,"Film photo of the side of mountain; caption ""Slide rock on Specimen""",,"Specimen Mountain, Colorado",,,"Pg 20, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll063,nspc_pearlVTurner_album01_0020.jpeg,,,Pearl V. Turner photo 63,Pearl V. Turner,8/18/1914,"Film photo of the rocky side of a mountain; caption ""Rough Going""",,"Specimen Mountain, Colorado",,,"Pg 20, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll064,nspc_pearlVTurner_album01_0020.jpeg,,,Pearl V. Turner photo 64,Pearl V. Turner,8/18/1914,"Film photo of a mountain range; caption ""The Arapahoes""",,Colorado,,,"Pg 20, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll065,nspc_pearlVTurner_album01_0021.jpeg,,,Pearl V. Turner photo 65,Pearl V. Turner,8/x/1914,"Film photo of a pack of horses in a clearing by a forest; caption ""Pack horses at Shipley Park""",,Colorado,,,"Pg 21, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll066,nspc_pearlVTurner_album01_0021.jpeg,,,Pearl V. Turner photo 66,Pearl V. Turner,8/x/1914,"Film photo of a group of people sitting in a row in a forest with a small white dog; caption ""Halfway"" ",,Colorado,,,"Pg 21, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll067,nspc_pearlVTurner_album01_0021.jpeg,,,Pearl V. Turner photo 67,Pearl V. Turner,8/x/1914,"Film photo of a man walking on a path; caption ""'All In' Fred Braun""",,Colorado,,,"Pg 21, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll068,nspc_pearlVTurner_album01_0021.jpeg,,,Pearl V. Turner photo 68,Pearl V. Turner,8/x/1914,"Film photo of a group of people standing in a clearing in a forest; caption ""Around Campfire at Shipley Park"" ",,Colorado,,,"Pg 21, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll069,nspc_pearlVTurner_album01_0022.jpeg,,,Pearl V. Turner photo 69,Pearl V. Turner,8/17/1914,"Film photo of a man standing a rocky field in front of a mountain; caption ""Mt Richthofen""",,"Mount Richthofen, Colorado",,,"Pg 22, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll070,nspc_pearlVTurner_album01_0022.jpeg,,,Pearl V. Turner photo 70,Pearl V. Turner,8/17/1914,Film photo of two people sitting on a rocky ridge with mountains; no caption,,"Mount Richthofen, Colorado",,,"Pg 22, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll071,nspc_pearlVTurner_album01_0022.jpeg,,,Pearl V. Turner photo 71,Pearl V. Turner,8/17/1914,"Film photo of people climbing up a mountain face; caption ""Scouting Mt Richthofen""",,"Mount Richthofen, Colorado",,,"Pg 22, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll072,nspc_pearlVTurner_album01_0023.jpeg,,,Pearl V. Turner photo 72,Pearl V. Turner,8/x/1914,"Film photo of a man standing on the proch of a cabin; caption ""Mountain Cabin""",,Colorado,,,"Pg 23, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll073,nspc_pearlVTurner_album01_0023.jpeg,,,Pearl V. Turner photo 73,Pearl V. Turner,8/x/1914,"Film photo of a man on a wagon with horses; caption ""'Squeaky Bob'""",,Colorado,,,"Pg 23, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll074,nspc_pearlVTurner_album01_0023.jpeg,,,Pearl V. Turner photo 74,Pearl V. Turner,8/x/1914,"Film photo of a mountiain; caption ""Crater Specimen Mt.""",,"Specimen Mountain, Colorado",,,"Pg 23, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll075,nspc_pearlVTurner_album01_0023.jpeg,,,Pearl V. Turner photo 75,Pearl V. Turner,8/15/1914,"Film photo of a field with mountains; caption ""On the level We found strawberries and huckleberries""",,Colorado,,,"Pg 23, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll076,nspc_pearlVTurner_album01_0024.jpeg,,,Pearl V. Turner photo 76,Pearl V. Turner,8/x/1914,"Film photo of rocky peaks; caption ""Trail""",,Colorado,,,"Pg 24, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll077,nspc_pearlVTurner_album01_0024.jpeg,,,Pearl V. Turner photo 77,Pearl V. Turner,8/x/1914,"Film photo of a mountain; caption ""Speciment Mt.""",,"Specimen Mountain, Colorado",,,"Pg 24, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll078,nspc_pearlVTurner_album01_0024.jpeg,,,Pearl V. Turner photo 78,Pearl V. Turner,8/x/1914,"Film photo of people walking on a rocky side of a mountain; caption ""going to Specimen""",,"Specimen Mountain, Colorado",,,"Pg 24, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll079,nspc_pearlVTurner_album01_0024.jpeg,,,Pearl V. Turner photo 79,Pearl V. Turner,8/x/1914,"Film photo of a mountain range; caption ""Craten""",,Colorado,,,"Pg 24, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll080,nspc_pearlVTurner_album01_0025.jpeg,,,Pearl V. Turner photo 80,Pearl V. Turner,8/x/1914,"Film photo of people washing clothes outside; capation ""Wash Day""",,Colorado,,,"Pg 25, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll081,nspc_pearlVTurner_album01_0025.jpeg,,,Pearl V. Turner photo 81,Pearl V. Turner,8/x/1914,"Film photo of a group of people outside; caption ""On way to Milner Pass"" ",,Colorado,,,"Pg 25, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
