id,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll048,,,,Pearl V. Turner photo 48,Pearl V. Turner,8/x/1914,FIlm photo of a snowy mountain; no caption,,"Mount Craig, Colorado",,,"Pg 13, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll049,,,,Pearl V. Turner photo 49,Pearl V. Turner,8/x/1914,"Film photo of a mountain lake and mountain range; caption ""seen from Craig""",,"Mount Craig, Colorado",,,"Pg 13, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll050,,,,Pearl V. Turner photo 50,Pearl V. Turner,8/16/1914,"Film photo of a flat path to mountains and trees; caption ""Poudre Ditch on our way to Lulu""",,Colorado ,,,"Pg 16, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll051,,,,Pearl V. Turner photo 51,Pearl V. Turner,8/x/1914,"Film photo a quickly flowing stream with rapids; caption ""Rapids""",,Colorado ,,,"Pg 16, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll052,,,,Pearl V. Turner photo 52,Pearl V. Turner,8/x/1914,"Film photo of a windswept tree with a mountain; caption ""near Timberline""",,Colorado ,,,"Pg 16, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll053,,,,Pearl V. Turner photo 53,Pearl V. Turner,8/x/1914,Film photo of a rapid stream with trees; no caption,,Colorado ,,,"Pg 17, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll054,,,,Pearl V. Turner photo 54,Pearl V. Turner,8/x/1914,Film photo of a mountain stream with a waterfall; no caption,,Colorado ,,,"Pg 17, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll055,,,,Pearl V. Turner photo 55,Pearl V. Turner,8/x/1914,Film photo of a windswept tree; no caption,,Colorado ,,,"Pg 17, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll056,,,,Pearl V. Turner photo 56,Pearl V. Turner,8/x/1914,"Film photo of a pack of horses carrying cargo in a forest; caption ""Starting to Shipley Park- 18 miles to hike""",,Colorado ,,,"Pg 18, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll057,,,,Pearl V. Turner photo 57,Pearl V. Turner,8/x/1914,"Film photo of two men with a horse carrying cargo; caption ""We're off"" ",,Colorado,,,"Pg 18, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll058,,,,Pearl V. Turner photo 58,Pearl V. Turner,8/x/1914,"Film photo of a clearing in a forest from overhead; caption ""Camp""",,Colorado,,,"Pg 18, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll059,,,,Pearl V. Turner photo 59,Pearl V. Turner,8/16/1914,"Film photo of people walking on a trail in a forest; caption ""To Lulu"" ",,"Lulu Mountain, Colorado",,,"Pg 19, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll060,,,,Pearl V. Turner photo 60,Pearl V. Turner,8/16/1914,"Film photo of people walking on a trail in a forest; caption ""On the Way"" ",,"Lulu Mountain, Colorado ",,,"Pg 19, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll061,,,,Pearl V. Turner photo 61,Pearl V. Turner,8/16/1914,"Film photo of a mountain with trees over a field; caption ""Lulu Peak""",,"Lulu Mountain, Colorado",,,"Pg 19, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll062,,,,Pearl V. Turner photo 62,Pearl V. Turner,8/18/1914,"Film photo of the side of mountain; caption ""Slide rock on Specimen""",,"Specimen Mountain, Colorado",,,"Pg 20, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll063,,,,Pearl V. Turner photo 63,Pearl V. Turner,8/18/1914,"Film photo of the rocky side of a mountain; caption ""Rough Going""",,"Specimen Mountain, Colorado",,,"Pg 20, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll064,,,,Pearl V. Turner photo 64,Pearl V. Turner,8/18/1914,"Film photo of a mountain range; caption ""The Arapahoes""",,Colorado,,,"Pg 20, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll065,,,,Pearl V. Turner photo 65,Pearl V. Turner,8/x/1914,"Film photo of a pack of horses in a clearing by a forest; caption ""Pack horses at Shipley Park""",,Colorado,,,"Pg 21, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll066,,,,Pearl V. Turner photo 66,Pearl V. Turner,8/x/1914,"Film photo of a group of people sitting in a row in a forest with a small white dog; caption ""Halfway"" ",,Colorado,,,"Pg 21, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll067,,,,Pearl V. Turner photo 67,Pearl V. Turner,8/x/1914,"Film photo of a man walking on a path; caption ""'All In' Fred Braun""",,Colorado,,,"Pg 21, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll068,,,,Pearl V. Turner photo 68,Pearl V. Turner,8/x/1914,"Film photo of a group of people standing in a clearing in a forest; caption ""Around Campfire at Shipley Park"" ",,Colorado,,,"Pg 21, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll069,,,,Pearl V. Turner photo 69,Pearl V. Turner,8/17/1914,"Film photo of a man standing a rocky field in front of a mountain; caption ""Mt Richthofen""",,"Mount Richthofen, Colorado",,,"Pg 22, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll070,,,,Pearl V. Turner photo 70,Pearl V. Turner,8/17/1914,Film photo of two people sitting on a rocky ridge with mountains; no caption,,"Mount Richthofen, Colorado",,,"Pg 22, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll071,,,,Pearl V. Turner photo 71,Pearl V. Turner,8/17/1914,"Film photo of people climbing up a mountain face; caption ""Scouting Mt Richthofen""",,"Mount Richthofen, Colorado",,,"Pg 22, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll072,,,,Pearl V. Turner photo 72,Pearl V. Turner,8/x/1914,"Film photo of a man standing on the proch of a cabin; caption ""Mountain Cabin""",,Colorado,,,"Pg 23, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll073,,,,Pearl V. Turner photo 73,Pearl V. Turner,8/x/1914,"Film photo of a man on a wagon with horses; caption ""'Squeaky Bob'""",,Colorado,,,"Pg 23, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll074,,,,Pearl V. Turner photo 74,Pearl V. Turner,8/x/1914,"Film photo of a mountiain; caption ""Crater Specimen Mt.""",,"Specimen Mountain, Colorado",,,"Pg 23, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll075,,,,Pearl V. Turner photo 75,Pearl V. Turner,8/15/1914,"Film photo of a field with mountains; caption ""On the level We found strawberries and huckleberries""",,Colorado,,,"Pg 23, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll076,,,,Pearl V. Turner photo 76,Pearl V. Turner,8/x/1914,"Film photo of rocky peaks; caption ""Trail""",,Colorado,,,"Pg 24, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll077,,,,Pearl V. Turner photo 77,Pearl V. Turner,8/x/1914,"Film photo of a mountain; caption ""Speciment Mt.""",,"Specimen Mountain, Colorado",,,"Pg 24, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll078,,,,Pearl V. Turner photo 78,Pearl V. Turner,8/x/1914,"Film photo of people walking on a rocky side of a mountain; caption ""going to Specimen""",,"Specimen Mountain, Colorado",,,"Pg 24, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll079,,,,Pearl V. Turner photo 79,Pearl V. Turner,8/x/1914,"Film photo of a mountain range; caption ""Craten""",,Colorado,,,"Pg 24, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll080,,,,Pearl V. Turner photo 80,Pearl V. Turner,8/x/1914,"Film photo of people washing clothes outside; capation ""Wash Day""",,Colorado,,,"Pg 25, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll081,,,,Pearl V. Turner photo 81,Pearl V. Turner,8/x/1914,"Film photo of a group of people outside; caption ""On way to Milner Pass"" ",,Colorado,,,"Pg 25, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll082,,,,Pearl V. Turner photo 82,Pearl V. Turner,8/20/1914,"Film photo of people gathered in a campsite; caption ""Pancakes-no salt no bread""",,Colorado,,,"Pg 25, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll083,,,,Pearl V. Turner photo 83,Pearl V. Turner,8/18/1914,"Film photo of people leaning against a log; caption ""Sleeping out- no baggage""",,Colorado,,,"Pg 25, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll084,,,,Pearl V. Turner photo 84,Pearl V. Turner,8/14/1914,"Film photo of people sitting on a log with coffee cups; caption ""Some Prometheus brought a coffee pot""",,Colorado,,,"Pg 26, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll085,,,,Pearl V. Turner photo 85,Pearl V. Turner,8/19/1914,"Film photo of people standing in a campsite; caption ""Baggage which had been scattered now began to come in""",,Colorado,,,"Pg 26, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll086,,,,Pearl V. Turner photo 86,Pearl V. Turner,8/x/1914,"Film photo of people standing in a campsite with a cabin; caption ""Forester's Cabin It sheltered twenty-five packed like sardines on floor"" ",,Colorado,,,"Pg 26, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll087,,,,Pearl V. Turner photo 87,Pearl V. Turner,8/15/1914,"Film photo of a woman standing on rocks in a forest wearing a poncho, centered; caption ""After the Deluge I borrowed a poncho""",,Colorado,,,"Pg 27, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll088,,,,Pearl V. Turner photo 88,Pearl V. Turner,8/15/1914,"Film photo of a woman standing on rocks in a forest wearing a poncho, to the right; caption ""After the Deluge I borrowed a poncho""",,Colorado,,,"Pg 27, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll089,,,,Pearl V. Turner photo 89,Pearl V. Turner,8/x/1914,Film photo of a person standing in front of a mountain and trees; no caption,,Colorado,,,"Pg 27, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
coll090,,,,Pearl V. Turner photo 90,Pearl V. Turner,8/x/1914,Film photo of a mountain with a tree in the foreground; no caption,,Colorado,,,"Pg 27, Pearl V. Turner Collection, University of Colorado Boulder, Rare and Distinctive Collections",pgx,Image; StillImage,image/jpeg,,,
